asv,Kingdom,Phylum,Class,Order,Family,Genus
asv3114,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA
asv3115,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv3116,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA
asv3117,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
asv3118,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
asv3119,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3120,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,NA
asv3121,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
asv3122,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv3123,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola
asv3124,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Acrophormium PCC-7375
asv3125,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv3126,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
asv3127,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
asv3128,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1
asv3129,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
asv3130,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia
asv3131,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas
asv3132,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
asv3133,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib
asv3134,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
asv3135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus
asv3136,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv3137,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,NA
asv3138,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
asv3139,Bacteria,NA,NA,NA,NA,NA
asv3140,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
asv3141,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
asv3142,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
asv3143,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv3144,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv3145,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
asv3146,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
asv3147,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv3148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter
asv3149,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3150,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv3151,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
asv3152,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3153,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
asv3154,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Xenococcus PCC-7305
asv3155,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
asv3156,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
asv3157,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus
asv3158,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Allofrancisella
asv3159,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus
asv3160,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3161,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,NA
asv3162,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Idiomarinaceae,Idiomarina
asv3163,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Euzebyella
asv3164,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
asv3165,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA
asv3166,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
asv3167,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade
asv3168,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA
asv3169,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
asv3170,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,NA,NA
asv3171,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
asv3172,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
asv3173,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA
asv3174,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,SAR92 clade
asv3175,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv3176,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
asv3177,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
asv3178,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina
asv3179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter
asv3180,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3181,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter
asv3182,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula
asv3183,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter
asv3184,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus
asv3185,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea
asv3186,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
asv3187,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA
asv3188,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3189,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
asv3190,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv3191,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
asv3192,Bacteria,NB1-j,NA,NA,NA,NA
asv3193,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv3194,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
asv3195,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
asv3196,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas
asv3197,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
asv3198,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv3199,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv3200,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio
asv3201,Bacteria,NA,NA,NA,NA,NA
asv3202,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group
asv3203,Bacteria,Proteobacteria,NA,NA,NA,NA
asv3204,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
asv3205,Bacteria,NA,NA,NA,NA,NA
asv3206,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04
asv3207,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium
asv3208,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter
asv3209,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA
asv3210,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Poseidonibacter
asv3211,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA
asv3212,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA
asv3213,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,NA
asv3214,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
asv3215,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
asv3216,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3217,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
asv3218,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
asv3219,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
asv3220,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
asv3221,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
asv3222,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
asv3223,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
asv3224,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086
asv3225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv3226,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
asv3227,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
asv3228,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
asv3229,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv3230,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3231,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3232,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
asv3233,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv3234,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv3235,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA
asv3236,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
asv3237,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
asv3238,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group
asv3239,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Allofrancisella
asv3240,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
asv3241,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3242,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA
asv3243,Bacteria,NA,NA,NA,NA,NA
asv3244,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA
asv3245,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas
asv3246,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3247,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter
asv3248,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3249,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
asv3250,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA
asv3251,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
asv3252,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv3253,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade
asv3254,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
asv3255,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,NA
asv3256,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade
asv3257,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Richelia HH01
asv3258,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
asv3259,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv3260,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3261,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Persicobacter
asv3262,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,NA
asv3263,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
asv3264,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
asv3265,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44
asv3266,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv3267,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv3268,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Candidatus Photodesmus
asv3269,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius
asv3270,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA
asv3271,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus
asv3272,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula
asv3273,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA
asv3274,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
asv3275,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
asv3276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv3277,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA
asv3278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv3279,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
asv3280,Bacteria,NA,NA,NA,NA,NA
asv3281,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv3282,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter
asv3283,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter
asv3284,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
asv3285,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera
asv3286,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Euzebyella
asv3287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Aestuariicella
asv3288,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Rapidithrix
asv3289,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,NA
asv3290,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter
asv3291,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA
asv3292,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,NA
asv3293,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
asv3294,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
asv3295,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv3296,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv3297,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,NA,NA
asv3298,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudobowmanella
asv3299,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv3300,Bacteria,AncK6,NA,NA,NA,NA
asv3301,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,NA
asv3302,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
asv3303,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudobowmanella
asv3304,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA
asv3305,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
asv3306,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
asv3307,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
asv3308,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv3309,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
asv3310,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
asv3311,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086
asv3312,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Congregibacter
asv3313,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3314,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus
asv3315,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
asv3316,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
asv3317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
asv3318,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA
asv3319,Bacteria,NA,NA,NA,NA,NA
asv3320,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv3321,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA
asv3322,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
asv3323,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv3324,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,NA
asv3325,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Agaribacterium
asv3326,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Aestuariicella
asv3327,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv3328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
asv3329,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA
asv3330,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Arboricoccus
asv3331,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv3332,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,NA
asv3333,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureivirga
asv3334,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv3335,Bacteria,Planctomycetota,OM190,NA,NA,NA
asv3336,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group
asv3337,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
asv3338,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3339,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
asv3340,Bacteria,Proteobacteria,NA,NA,NA,NA
asv3341,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA
asv3342,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv3343,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv3344,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
asv3345,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
asv3346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans
asv3347,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
asv3348,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans
asv3349,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,NA
asv3350,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
asv3351,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
asv3352,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
asv3353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ciceribacter
asv3354,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubricoccus
asv3355,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
asv3356,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
asv3357,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
asv3358,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA
asv3359,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
asv3360,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group
asv3361,Bacteria,Planctomycetota,Pla3 lineage,NA,NA,NA
asv3362,Bacteria,NA,NA,NA,NA,NA
asv3363,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv3364,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA
asv3365,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
asv3366,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira
asv3367,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum
asv3368,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus
asv3369,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Parahaliea
